food_code,food_name,food_type,veg_flag,cuisine_region,meal_slots,search_alias,energy_kcal,protein_g,carb_g,fat_g,fibre_g,calcium_mg,iron_mg,magnesium_mg,sodium_mg,potassium_mg,cholesterol_mg,servings_unit,serving_grams,unit_serving_energy_kcal
BFP519,Butterfly biscuit,dish,veg,Pan-Indian,high tea,,341.45,9.98,25.33,22.11,1.02,202.49,1.09,20.46,572.05,128.56,169.12,biscuit,12.1,41.48
BFP521,Flan pastry,dish,veg,Continental,"lunch, dinner",,445.8,6.72,47.84,25.04,1.58,21.85,1.15,19.16,193.23,97.91,102.33,pastry,52.2,232.93
BFP522,Fruit flan,dish,veg,Pan-Indian,"lunch, dinner",,261.35,3.3,34.71,12.48,0.71,19.28,0.61,11.26,110.04,73.84,49.52,flan,200.0,522.7
BFP523,Orange cream flan,dish,veg,Pan-Indian,"lunch, dinner",,280.28,4.73,36.16,13.59,0.63,27.9,0.93,9.77,82.41,97.95,119.55,flan,200.0,560.56
BFP527,Fruit puree tart,dish,veg,Pan-Indian,"lunch, dinner",,286.5,3.35,30.42,16.83,1.31,19.64,0.63,12.89,49.65,94.06,42.87,tart,55.6,159.4
BFP529,Apple banana pie,dish,veg,Pan-Indian,breakfast,,243.99,3.13,32.12,11.39,1.89,21.23,0.79,21.52,384.43,144.28,24.66,pie,150.0,365.99
BFP531,Lemon chiffon pie,dish,veg,Pan-Indian,"lunch, dinner",,259.31,4.88,27.63,14.52,0.66,34.43,0.61,10.86,94.95,78.6,70.3,pie,150.0,388.96
BFP532,Orange chiffon pie,dish,veg,Pan-Indian,"lunch, dinner",,207.57,3.89,23.14,11.16,0.7,30.34,0.62,11.03,73.23,100.87,53.94,pie,150.0,311.36
BFP534,Cream buns,dish,veg,Pan-Indian,"lunch, dinner",,215.74,4.45,14.16,15.81,0.31,45.27,0.5,8.47,45.49,79.54,93.93,bun,83.3,179.67
BFP535,Savoury puffs,dish,veg,Pan-Indian,high tea,,190.79,9.51,10.8,15.24,0.33,68.83,1.19,17.43,2274.24,180.95,70.73,puff,138.4,264.0
BFP536,Choux swans,dish,veg,Pan-Indian,"lunch, dinner",,216.34,4.35,14.92,15.6,0.35,44.67,0.51,8.68,145.08,81.04,92.21,swan,171.2,370.29
BFP539,Potato aigrettes,dish,veg,Pan-Indian,"lunch, dinner",,530.03,2.35,8.01,54.24,0.45,9.2,0.45,6.94,112.45,93.81,49.7,aigrette,41.4,219.41
BFP541,Cream horns,dish,veg,Pan-Indian,"lunch, dinner",,408.23,3.42,23.12,33.55,0.6,30.93,0.44,9.61,57.11,72.97,93.08,horn,115.1,469.97
BFP542,Savoury cheese horns,dish,veg,Pan-Indian,"lunch, dinner",,295.15,5.66,21.38,20.71,0.73,121.83,0.63,14.28,212.28,105.28,50.63,horn,73.9,218.16
BFP544,Paneer patties,dish,veg,North Indian,"lunch, dinner",,338.58,7.6,22.79,23.96,1.18,129.9,0.79,18.29,158.44,93.01,45.19,patty,100.7,340.99
BFP545,Vegetable patties ,dish,veg,Pan-Indian,"lunch, dinner",,261.92,4.01,20.98,17.74,2.62,18.96,0.87,20.62,139.52,180.62,39.33,patty,115.7,303.07
BFP546,Pearl millet infant food (Bajra shishu aahaar),dish,veg,Pan-Indian,breakfast,Bajra shishu aahaar,362.44,11.98,62.1,6.62,7.84,118.52,5.67,143.55,12.67,602.95,0.0,1 katori,50.0,181.22
BFP547,Sajina,dish,veg,Pan-Indian,"lunch, dinner",,345.26,10.81,66.87,3.03,7.62,54.4,5.39,127.5,11.7,582.5,0.0,1 katori,50.0,172.63
BFP548,Cereal mix ,dish,veg,Pan-Indian,breakfast,,120.81,3.32,21.84,2.02,2.03,21.4,1.18,32.77,9.29,179.18,0.0,1 katori,125.0,151.01
BFP549,Pulse mix,dish,veg,Pan-Indian,"lunch, dinner",,83.29,3.16,16.0,0.54,2.25,14.93,1.29,28.72,3.88,151.35,0.0,1 katori,133.3,111.06
BFP550,Shishu ahar,dish,veg,Pan-Indian,breakfast,,93.37,2.61,17.42,1.43,1.02,13.78,1.02,23.11,2.68,82.43,0.0,1 katori,133.3,124.49
BFP552,Cereal pulse mix with amylase rice flour,dish,veg,Pan-Indian,"breakfast, lunch, dinner",,151.57,4.27,27.8,2.74,3.47,12.61,1.19,34.43,1.03,96.86,0.0,1 katori,85.0,128.84
BFP553,Banana groundnut paste/puree,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",puree,213.19,4.27,36.15,5.45,1.7,74.93,1.9,65.75,16.85,357.4,0.0,1 tbsp,100.0,213.19
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Chawal dal ki khichdi/khichri,383.33,10.8,65.04,8.33,4.51,50.46,2.76,100.09,12.33,465.8,0.0,1 katori,33.3,127.78
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Dal suji porridge/daliya,117.29,3.26,23.19,1.06,1.44,44.74,1.22,30.44,9.64,188.0,0.0,1 katori,200.0,234.58
BFP556,Spinach khichri (Palak khichri/khichdi),dish,veg,Pan-Indian,"lunch, dinner",Palak khichri/khichdi,102.18,3.43,17.35,1.91,1.56,10.43,0.65,23.26,69.59,170.86,0.0,1 katori,150.2,153.52
BFP557,Vegetable mix,dish,veg,Pan-Indian,"lunch, dinner",,174.21,4.7,36.02,0.94,1.93,90.06,2.27,68.98,34.94,527.2,2.2,1 katori,100.0,174.21
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),dish,veg,Pan-Indian,"breakfast, lunch, dinner",Dal wheat porridge/daliya ,52.54,2.71,8.36,0.94,1.28,26.28,0.52,10.67,62.79,94.87,0.0,1 katori,170.2,89.44
BFP559,Maize porridge,dish,veg,Pan-Indian,breakfast,,89.57,2.14,15.64,1.89,1.68,17.02,1.11,31.35,5.59,140.18,0.0,1 katori,170.0,152.27
BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),dish,veg,Pan-Indian,high tea,Palak aur mungfali ki burfi,105.37,3.36,13.59,4.39,2.07,40.95,1.61,56.97,19.52,331.67,0.0,1 katori,240.0,252.89
BFP561,Split bengal gram burfi/fudge (Channa dal burfi),dish,veg,North Indian,"high tea, lunch, dinner",Channa dal burfi; fudge,287.36,4.65,54.63,7.09,2.06,16.44,0.62,13.65,2.53,64.96,15.06,piece,61.3,176.01
BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),dish,veg,Pan-Indian,high tea,Sweet besan rounds/cookies,207.01,4.29,39.64,3.42,2.56,54.95,2.16,53.73,22.29,283.6,6.15,piece,25.0,51.75
BFP564,Pearl millet mathri (Bajra mathri),dish,veg,Pan-Indian,high tea,Bajra mathri,785.08,1.82,7.42,83.12,1.36,4.63,0.72,12.87,33.17,42.34,6.55,piece,150.1,1178.6
BFP565,Sesame biscuit (Til ke biscuit),dish,veg,Pan-Indian,high tea,Til ke biscuit,424.03,8.27,53.65,19.34,6.83,298.06,5.73,151.07,182.26,373.54,28.19,biscuit,14.5,61.66
BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),dish,veg,South Indian,"high tea, lunch, dinner",Khameerikrit/Ufna hua channa dal ka vada,657.57,4.05,8.68,67.19,2.65,20.5,1.38,36.88,63.87,267.47,0.0,vada,90.1,592.64
BFP568,Poshtik namak paras,dish,veg,Pan-Indian,high tea,,613.39,6.49,19.52,56.58,4.55,60.74,2.03,61.0,44.01,203.84,14.3,piece,12.9,79.13
BFP569,Soya chikki,dish,veg,Pan-Indian,high tea,,423.7,7.18,62.89,15.51,3.55,81.25,4.47,102.97,17.24,534.75,32.71,piece,75.2,318.83
BFP570,Besan bathua chilla/cheela,dish,veg,Pan-Indian,breakfast,cheela,373.82,11.48,40.65,18.57,7.79,64.75,2.68,70.42,166.36,274.89,40.83,cheela,30.1,112.61
BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),dish,veg,Pan-Indian,high tea,Atta nuts ladoos,391.9,9.46,44.31,19.19,7.3,127.29,4.01,124.38,8.07,338.21,25.45,ladoo,36.2,142.06
BFP573,Gram flour and semolina dhokla (Besan suji dhokla),dish,veg,West Indian,high tea,Besan suji dhokla,198.91,8.52,25.92,7.1,4.59,66.66,1.6,38.17,196.59,262.4,1.39,piece,98.8,196.5
BFP574,Atta dal burfi ,dish,veg,Pan-Indian,"high tea, lunch, dinner",,298.8,6.66,40.64,12.47,4.08,17.07,1.56,57.29,3.56,268.58,23.81,piece,38.7,115.78
BFP575,Soya roti,dish,veg,Pan-Indian,"lunch, dinner",,283.96,9.18,40.03,9.23,8.71,53.42,3.85,114.51,155.93,481.32,0.02,roti,50.3,142.93
BFP576,Poshtik khichdi/khichri,dish,veg,Pan-Indian,"lunch, dinner",khichri,93.37,3.04,15.64,1.88,2.0,30.41,1.0,27.73,41.67,139.53,0.0,plate,300.0,280.11
BFP577,Namkeen daliya,dish,veg,Pan-Indian,"breakfast, high tea, lunch, dinner",,295.11,8.29,49.32,7.99,8.57,35.98,2.99,4.34,149.63,51.52,0.0,plate,117.3,346.14
BFP578,Sprouts upma ,dish,veg,South Indian,breakfast,,316.25,9.5,44.96,10.44,7.16,36.78,2.76,44.1,147.82,248.98,0.0,plate,95.3,301.49
BFP579,Semolina idli (Suji/Rava idli),dish,veg,South Indian,breakfast,Suji/Rava idli,206.39,9.34,33.67,3.47,5.85,100.85,2.34,53.71,185.02,413.85,3.48,idli,29.6,61.14
BFP580,Poshtik chilla/cheela,dish,veg,Pan-Indian,breakfast,cheela,159.53,4.85,27.47,3.04,4.91,18.18,2.1,55.64,97.18,150.74,0.0,cheela,72.3,115.37
BFP583,Apple jelly (Seb ki jelly),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Seb ki jelly,152.13,0.1,39.37,0.21,0.86,7.89,0.15,3.36,2.14,40.33,0.0,1 katori,150.0,228.2
BFP585,Marmalade (Murabba),condiment,veg,Continental,"breakfast, lunch, high tea, dinner",Murabba,143.76,0.23,37.64,0.04,0.43,9.84,0.34,4.35,2.16,56.33,0.0,1 katori,150.0,215.64
BFP589,Plum squash (Aloo bukhara squash),drink,veg,Continental,"breakfast, lunch, high tea, dinner",Aloo bukhara squash,211.17,0.16,55.51,0.1,0.52,6.9,0.16,2.97,12.71,43.01,0.0,1 glass,200.0,422.34
BFP595,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Nimboo aur hari mirch ka achaar,14.07,0.85,2.14,0.24,1.07,20.05,0.55,23.19,7559.38,138.0,0.0,1 tbsp,15.0,2.11
BFP597,Brinjal pickle (Baingan ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Baingan ka achaar,139.01,2.24,4.23,12.98,4.62,37.28,2.16,40.36,3507.59,305.87,0.0,1 tbsp,15.0,20.85
BFP598,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Khatta meetha tamatar ka achaar,60.88,1.26,6.55,3.24,2.2,15.18,0.54,21.26,1281.94,203.12,0.0,1 tbsp,15.0,9.13
BFP599,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Jhatpat achaar gajar ke saath,91.21,1.98,6.32,6.55,5.08,54.31,2.32,36.57,2067.33,341.4,0.0,1 tbsp,15.0,13.68
BFP601,Tomato chutney (Tamatar ki chutney),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Tamatar ki chutney,176.07,0.97,31.85,6.01,1.49,25.34,0.96,17.52,823.65,157.35,0.0,1 tbsp,15.0,26.41
BFP602,Tomato ketchup,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Tamatar Ketchup,33.07,0.91,6.48,0.3,1.9,15.33,0.36,14.66,177.97,172.57,0.0,1 tbsp,15.0,4.96
BFP604,Stuffed bittergourd (dry) (Bharwa karela),dish,veg,Pan-Indian,"lunch, dinner",dry; Bharwa karela,217.65,1.29,2.49,22.38,3.0,16.72,1.29,28.1,519.29,284.18,0.0,bowl,106.1,230.9
BFP605,Cauliflower potato canjee,dish,veg,Pan-Indian,"lunch, dinner",,16.79,0.57,2.63,0.39,0.69,6.78,0.28,7.81,35.58,117.27,0.0,glass,211.9,35.58
BFP606,Creamed spinach,dish,veg,Pan-Indian,"lunch, dinner",,96.91,5.18,4.44,6.39,1.33,122.3,1.89,51.53,156.02,385.36,59.6,small bowl,220.0,213.2
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Aam milkshake ice cream ke saath,68.35,1.93,9.18,2.8,0.23,69.36,0.15,6.62,16.64,85.24,1.3,tall glass,300.0,205.05
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Ananas milkshake ice cream ke saath,68.49,1.93,9.33,2.75,0.42,68.78,0.12,6.54,16.65,85.12,1.3,tall glass,300.0,205.47
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Narangi milkshake ice cream ke saath,67.82,1.95,9.15,2.75,0.16,69.8,0.19,6.35,16.65,87.59,1.3,tall glass,300.0,203.46
CUS001,Chicken biryani,dish,non-veg,North Indian,"lunch, dinner",murgh biryani; chicken biriyani,196.0,10.5,21.0,7.6,1.2,,,,480.0,,,1 plate,350.0,686.0
CUS002,Chicken seekh kebab,dish,non-veg,North Indian,"high tea, lunch, dinner",murgh seekh kebab,224.0,18.5,3.2,15.2,0.5,,,,520.0,,,2 pieces,120.0,268.8
CUS003,Malai chaap,dish,veg,North Indian,"high tea, lunch, dinner",malai soya chaap; creamy chaap,252.0,15.8,10.4,16.5,2.4,,,,430.0,,,1 plate,150.0,378.0
CUS004,Masala chaap,dish,veg,North Indian,"high tea, lunch, dinner",masala soya chaap; tandoori chaap,231.0,16.2,12.1,13.4,2.6,,,,470.0,,,1 plate,150.0,346.5
CUS005,Chicken shawarma,dish,non-veg,Continental,"high tea, lunch, dinner",murgh shawarma; chicken shawarma roll,216.0,15.4,18.2,9.1,1.4,,,,610.0,,,1 roll,250.0,540.0
CUS006,Lamb shawarma,dish,non-veg,Continental,"high tea, lunch, dinner",mutton shawarma; lamb shawarma roll,251.0,15.1,17.4,13.2,1.3,,,,630.0,,,1 roll,250.0,627.5
CUS007,Steamed vegetables,dish,veg,Continental,"lunch, dinner",steamed veg; ubli sabzi,52.0,2.6,9.1,0.5,3.2,,,,35.0,,,1 katori,150.0,78.0
CUS008,Paneer momos (steamed),dish,veg,Indo-Chinese,"high tea, lunch, dinner",paneer momo; veg paneer dumpling,203.0,8.4,26.2,7.1,1.6,,,,390.0,,,6 pieces,140.0,284.2
CUS009,Chicken momos (steamed),dish,non-veg,Indo-Chinese,"high tea, lunch, dinner",chicken momo; chicken dumpling,181.0,11.3,23.8,4.6,1.2,,,,410.0,,,6 pieces,140.0,253.4
CUS010,Fried momos (veg),dish,veg,Indo-Chinese,"high tea, lunch, dinner",veg momo; fried momos; veg dumpling,263.0,7.4,29.6,13.2,2.1,,,,420.0,,,6 pieces,140.0,368.2
CUS011,Tandoori momos (veg),dish,veg,Indo-Chinese,"high tea, lunch, dinner",veg momo; tandoori momos; veg dumpling,232.0,7.8,27.1,10.8,2.0,,,,450.0,,,6 pieces,140.0,324.8
CUS012,Fried momos (paneer),dish,veg,Indo-Chinese,"high tea, lunch, dinner",paneer momo; fried momos; paneer dumpling,281.0,10.1,27.8,15.1,1.6,,,,435.0,,,6 pieces,140.0,393.4
CUS013,Fried momos (chicken),dish,non-veg,Indo-Chinese,"high tea, lunch, dinner",chicken momo; fried momos; chicken dumpling,248.0,12.8,26.4,11.2,1.3,,,,445.0,,,6 pieces,140.0,347.2
CUS014,Tandoori momos (paneer),dish,veg,Indo-Chinese,"high tea, lunch, dinner",paneer momo; tandoori momos; paneer dumpling,249.0,10.4,25.2,12.4,1.5,,,,462.0,,,6 pieces,140.0,348.6
CUS015,Tandoori momos (chicken),dish,non-veg,Indo-Chinese,"high tea, lunch, dinner",chicken momo; tandoori momos; chicken dumpling,221.0,13.1,24.1,8.9,1.2,,,,470.0,,,6 pieces,140.0,309.4
OSR001,Woodapple juice (Bel ka sharbat),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Bel ka sharbat,34.18,0.63,6.51,0.7,1.03,11.85,0.12,5.23,127.45,71.86,0.0,glass,250.0,85.45
OSR002,Sattu drink,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,23.38,0.56,5.16,0.14,0.4,1.59,0.17,3.17,12.65,25.27,0.0,glass,250.0,58.45
OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Seb aur shehad ka sharbat,121.3,0.15,30.74,0.29,1.13,9.11,0.18,4.29,1.97,56.42,0.0,cup,162.4,196.96
OSR005,Thandai,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,101.18,3.59,9.13,5.89,0.8,112.31,0.6,25.58,22.69,140.99,0.0,glass,250.0,252.95
OSR006,Cucumber sharbat (Kheere ka sharbat),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Kheere ka sharbat,27.28,0.26,6.64,0.06,0.78,6.49,0.18,7.54,2.57,67.04,0.0,glass,250.0,68.2
OSR007,Apple oats chia seed smoothie,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,85.64,3.49,13.07,2.48,1.44,88.89,0.5,23.55,32.02,169.25,4.32,glass,250.0,214.1
OSR008,Nannari sharbat,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,88.79,0.01,23.62,0.01,0.0,2.67,0.05,0.61,1.16,3.35,0.0,cup,200.0,177.58
OSR009,Semolina milk drink (Thari kanji),drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Thari kanji,44.16,0.98,6.93,1.36,0.72,8.26,0.36,11.57,11.95,84.57,0.93,cup,200.0,88.32
OSR010,Saffron milk (Kesariya doodh),dish,veg,Pan-Indian,breakfast,Kesariya doodh,102.18,3.17,12.64,4.57,0.14,110.88,0.21,10.54,23.69,114.64,0.0,glass,250.0,255.45
OSR011,Black rice kheer (Chak-hao kheer),dish,veg,Pan-Indian,"high tea, lunch, dinner",Chak-hao kheer,147.94,4.37,22.93,4.91,0.76,94.89,0.46,6.8,25.77,104.34,0.0,bowl,207.7,307.22
OSR012,Coconut kheer (Nariyal ki kheer),dish,veg,South Indian,high tea,Nariyal ki kheer,162.61,3.4,14.42,10.55,1.53,89.52,0.53,23.26,45.97,188.16,3.22,bowl,250.0,406.52
OSR013,Apple sago payasam (Seb aur sabudana ki kheer),dish,veg,South Indian,high tea,Seb aur sabudana ki kheer,136.5,3.13,14.4,7.66,0.38,102.11,0.31,16.81,39.45,129.65,10.85,bowl,250.0,341.25
OSR014,Kesari bath,dish,veg,South Indian,"lunch, dinner",,244.57,2.4,31.38,12.59,1.65,7.7,0.69,16.01,1.7,65.68,27.84,bowl,176.7,432.24
OSR015,Putharekulu,dish,veg,Pan-Indian,"lunch, dinner",,318.3,3.66,59.61,7.55,1.75,6.11,0.38,12.93,2.67,67.48,18.39,roll,53.5,170.29
OSR016,Mango malpua,dish,veg,Pan-Indian,"lunch, dinner",,334.64,1.65,12.84,30.67,2.08,10.64,0.7,20.34,1.89,89.28,75.21,piece,392.9,1314.71
OSR017,Mango vanilla custard,dish,veg,Pan-Indian,high tea,,147.63,3.43,18.41,7.04,0.99,84.86,0.58,25.11,30.12,160.49,0.35,glass,203.3,300.06
OSR018,Kiwi granola pudding,dish,veg,Pan-Indian,high tea,,280.99,5.6,32.33,15.36,3.71,62.2,1.45,36.13,59.21,274.53,20.27,bowl,250.0,702.48
OSR019,Oats burfi,dish,veg,Pan-Indian,"breakfast, high tea",,425.19,8.89,62.47,17.27,4.96,128.58,2.46,96.12,8.15,314.78,10.33,piece,60.3,256.18
OSR020,Lotus seed halwa (Kamal gattay ka halwa),dish,veg,Pan-Indian,high tea,Kamal gattay ka halwa,370.55,7.79,39.56,20.69,0.42,82.84,1.8,105.76,3.06,658.52,45.24,piece,362.5,1343.24
OSR021,Amaranth ladoo (Rajgira ladoo),dish,veg,Pan-Indian,high tea,Rajgira ladoo,454.15,10.12,51.33,22.7,5.11,144.58,6.47,231.95,7.51,414.93,33.64,ladoo,43.9,199.28
OSR022,Chhena poda,dish,veg,Pan-Indian,"lunch, dinner",,344.57,13.68,33.64,17.94,1.4,295.29,1.41,65.71,13.0,150.27,3.31,slice,74.2,255.84
OSR023,Sweet couscous dessert,dish,veg,Pan-Indian,"lunch, dinner",,196.2,3.81,29.69,7.69,2.18,30.94,0.84,31.24,4.22,183.41,9.37,bowl,230.2,451.75
OSR024,Sweetened yogurt (Shrikhand),dish,veg,Pan-Indian,"lunch, dinner",Shrikhand,107.18,5.27,16.02,2.89,0.08,183.02,0.17,18.36,73.61,261.06,9.95,bowl,250.0,267.95
OSR025,Thickened sweetened milk (Rabri),dish,veg,Pan-Indian,breakfast,Rabri,102.79,3.52,10.55,5.35,0.19,111.87,0.29,15.0,23.92,125.85,0.0,bowl,220.3,226.44
OSR026,Gram flour halwa (Besan halwa),dish,veg,Pan-Indian,high tea,Besan halwa,276.79,5.88,25.78,17.3,1.82,77.42,0.67,20.44,15.4,128.25,33.12,piece,148.5,411.15
OSR027,Prawn sandwich,dish,non-veg,Pan-Indian,"breakfast, lunch, dinner",,169.65,10.36,11.89,9.27,1.55,75.53,1.11,38.95,213.38,152.55,40.7,sandwich,228.0,386.79
OSR028,Watercress sandwich,dish,veg,Pan-Indian,breakfast,,229.42,5.17,28.03,11.47,2.26,98.16,0.99,19.07,407.44,140.55,26.56,triangle,54.1,124.17
OSR029,Fish sandwich ,dish,non-veg,Pan-Indian,"breakfast, lunch, dinner",,150.2,4.72,10.09,10.37,1.23,47.28,0.69,16.13,161.88,103.87,8.41,sandwich,260.6,391.45
OSR030,Kidney bean sandwich with cottage cheese,dish,veg,Pan-Indian,breakfast,,176.64,9.85,18.86,6.84,3.66,166.63,1.64,43.64,97.97,296.76,2.67,triangle,239.7,423.42
OSR031,Finger millet biscuit (Ragi biscuit),dish,veg,Pan-Indian,high tea,Ragi biscuit,458.56,4.03,52.69,25.79,5.97,207.04,2.54,78.66,98.24,247.17,64.19,biscuit,75.3,345.41
OSR032,Buttermilk,drink,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Chaach,21.5,1.28,2.14,0.78,0.03,45.2,0.05,4.6,120.0,63.8,2.6,glass,250.0,53.75
OSR033,Lemon cookies,dish,veg,Pan-Indian,high tea,,394.48,5.63,42.19,23.02,0.78,72.04,0.69,12.5,84.71,79.05,82.16,cookie,156.5,617.36
OSR034,Sweet potato biscuit (Shakarkand ke biscuit),dish,veg,Pan-Indian,high tea,Shakarkand ke biscuit,296.4,5.14,38.13,13.31,2.27,56.34,0.81,19.3,339.58,183.69,33.83,biscuit,150.9,447.31
OSR035,Raspberry shortbread cookies,dish,veg,Pan-Indian,high tea,,441.12,3.0,61.25,21.25,0.75,13.81,0.6,9.21,6.06,51.53,54.36,cookie,37.1,163.49
OSR036,Pumpkin cookies ,dish,veg,Pan-Indian,high tea,,218.4,2.51,44.69,3.93,1.06,19.36,0.52,8.86,51.49,82.12,22.23,cookie,85.5,186.63
OSR037,Greenpea cookies,dish,veg,Pan-Indian,high tea,,159.42,6.53,23.07,4.24,5.32,48.45,1.47,45.08,229.9,241.34,0.0,cookie,75.8,120.92
OSR038,Sunflower cookies,dish,veg,Pan-Indian,high tea,,520.62,9.49,40.06,36.28,3.95,70.45,2.21,135.07,181.68,210.54,26.38,cookie,183.3,954.3
OSR039,Cardamom cookies (Elaichi cookies),dish,veg,Pan-Indian,high tea,Elaichi cookies,400.49,5.1,53.99,19.12,2.79,25.21,1.41,34.43,98.45,111.45,111.21,cookie,218.6,875.47
OSR040,Hazelnut cookies,dish,veg,Pan-Indian,high tea,,493.32,6.25,39.44,34.97,2.45,47.43,1.29,50.12,81.06,233.17,46.99,cookie,85.7,423.02
OSR041,Milk cookies,dish,veg,Pan-Indian,"breakfast, high tea",,459.43,10.49,48.43,24.96,0.99,251.59,0.75,32.61,156.53,385.42,67.93,cookie,124.8,573.57
OSR042,Cranberry cookies,dish,veg,Pan-Indian,high tea,,272.48,3.92,36.39,12.66,1.13,36.16,0.71,11.53,58.25,93.04,58.22,cookie,185.8,506.14
OSR043,Olive biscuit,dish,veg,Pan-Indian,high tea,,438.29,3.2,55.01,23.75,0.82,10.76,1.37,9.54,120.1,53.32,48.63,biscuit,47.3,207.31
OSR045,Tutti fruitti biscuit,dish,veg,Pan-Indian,high tea,,420.78,5.21,53.12,17.9,5.43,23.81,1.96,60.37,93.11,155.27,44.48,biscuit,108.7,457.39
OSR046,Peach blueberry preserves,dish,veg,Pan-Indian,"lunch, dinner",,177.38,0.53,45.76,0.2,1.14,9.03,0.33,5.14,2.81,129.46,0.0,half-pints,250.0,443.45
OSR047,Pear preserves (Naashpati ka murabba),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Naashpati ka murabba,101.24,0.25,25.67,0.19,3.06,6.57,0.23,5.64,2.1,74.27,0.0,half-pints,250.0,253.1
OSR048,Starfruit preserves ,dish,veg,Pan-Indian,"lunch, dinner",,128.93,0.24,33.62,0.12,0.78,5.24,0.2,4.09,2.06,49.72,0.0,jar,50.0,64.47
OSR049,Gooseberry pickle (Amla ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Amla ka achaar,278.58,1.55,7.61,27.61,3.7,31.17,1.04,23.0,86.38,199.18,0.0,jar,23.3,64.86
OSR050,Lotus stem pickle (Kamal kakdi ka achar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Kamal kakdi ka achar,102.69,1.44,20.07,1.6,8.58,137.73,20.57,57.68,181.83,1026.99,0.0,jar,50.0,51.34
OSR051,Date pickle (Khajoor ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Khajoor ka achaar,182.29,1.68,34.66,4.21,5.2,41.49,1.96,39.25,138.86,434.89,0.0,small bowl,138.2,251.9
OSR052,Garlic pickle (Lahasun ka achar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Lahasun ka achar,413.62,3.72,9.75,39.88,5.13,54.66,1.82,33.55,269.12,311.08,0.0,jar,50.0,206.81
OSR053,Fermented bamboo shoot pickle (Mesu pickle),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Mesu pickle,59.83,1.58,1.73,5.59,2.24,16.62,0.69,11.25,161.31,434.41,0.0,jar,50.0,29.91
OSR054,Sweet peach pickle (Aadoo ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Aadoo ka achaar,144.64,0.46,37.01,0.2,1.32,11.99,0.33,5.64,33.04,150.24,0.0,jar,50.0,72.32
OSR055,Pickled mustard greens ,dish,veg,Pan-Indian,"lunch, dinner",,13.12,1.51,1.05,0.22,1.7,81.44,1.22,22.63,242.36,173.98,0.0,jar,50.0,6.56
OSR056,Small onion pickle ,condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",,16.86,1.65,2.76,0.64,1.09,31.95,1.2,9.18,249.48,214.9,0.0,bowl,112.2,18.92
OSR057,Green tomato pickle (Haray tamatar ka achaar),condiment,veg,Pan-Indian,"breakfast, lunch, high tea, dinner",Haray tamatar ka achaar,193.26,1.23,2.87,19.67,1.74,14.22,0.77,16.01,159.18,205.63,0.0,jar,50.0,96.63
